id,goal_num,q_num,score,text,country
12,1,3.2,5,"There are numerous wetland sites in general for which U.S. companies and privateentities undertake actions for conservation and wise use.Illustrative examples include:Corkscrew Swamp Sanctuary is managed privately by the National Audubon Society(Audubon) for the purposes of providing habitat forthe endangered Wood Stork andnumerous other species of birds, mammals, and rareplants. Audubon staff andvolunteers collect and make conservation data available to inform decision-making aboutconservation and restoration. Staff and volunteersalso collect data on the Sanctuary’swildlife, including listed species such as the Florida Panther, and also birds, butterflies,plants, and trees.The New Jersey Corporate Wetlands Restoration Partnership is an example ofpartnership work that is going on across the country. This organization takes acollaborative approach with 30 corporate partners to preserve, protect, or restorewetlands in the state of New Jersey. Among its current projects is the Slade Dale LivingShoreline, a 12.9 acre preserve with a low marsh habitat that is important for severalvulnerable bird populations",United States
13,1,3.3,5,"Illustrative examples include:U.S. Department of Agriculture (USDA): The Agricultural Conservation EasementProgram provides financial and technical assistancedirectly to private landowners andIndian tribes to restore, protect, and enhance wetlands through the purchase of a wetlandreserve easement.http://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/easements/acep/USDA: The Conservation Reserve Program (CRP) paysfarmers to removeenvironmentally sensitive land from agricultural production. Within this program, theUSDA targets high-priority conservation issues through the Conservation ReserveEnhancement Program.http://www.fsa.usda.gov/programs-and-services/conservation-programs/conservation-reserve-program/indexhttp://www.fsa.usda.gov/programs-and-services/conservation-programs/conservation-reserve-enhancement/indexUSDA: The Environmental Quality Incentives Program(EQIP) provides financial andtechnical assistance to agricultural producers to plan and implement conservationpractices that improve soil, water, plant, animal,air, and related natural resources onagricultural land and non-industrial private forestland.http://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/financial/eqip/USDA: The Farmable Wetlands Program (FWP) providesfunding to restore previouslyfarmed wetlands and wetland buffers to improve bothvegetation and water flow. FWPis a voluntary program to restore up to one millionacres of farmable wetlands andassociated buffers. Participants must agree to restore the wetlands, establish plant cover,and to not use enrolled land for commercial purposes.http://www.fsa.usda.gov/programs-and-services/conservation-programs/farmable-wetlands/indexUSDA: The Wetland Conservation Compliance programaims to protect wetlands bycoupling eligibility for certain USDA programs andbenefits to compliance withconservation requirements, such as not planting orproducing an agricultural commodityon a converted wetland or converting a wetland which makes the production of anagricultural commodity possible.https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/water/wetlands/EPA: The Five Star Restoration Grant Program provides grants, technical support, andinformation exchange for community based wetland restoration projects.http://www.epa.gov/wetlands/5-star-wetland-and-urban-waters-restoration-grants",United States
14,1,3.4,-1,,United States
15,1,4.1,5,"In the United States, inventories for invasive alien species are locally designed andimplemented. National scale results from the inventories have primarily taken the formof databases and associated information systems. These resources generally include non-native or non-indigenous species in addition to those that are invasive. Similarly, theyaddress numerous aquatic environments and are not limited to wetlands (note: thisbroader focus on aquatic environments relates to the subsequent questions as well).Some of the key information systems include:Biodiversity Information Serving Our Nation (BISON): Maintained by the USGS,BISON collates information from the above systems as well as numerous otherscontaining location data for native and non-nativespecies.https://bison.usgs.gov/#homeGreat Lakes Aquatic Nonindigenous Species Information System (GLANSIS):GLANSIS functions as a Great Lakes specific node ofthe Nonindigenous AquaticSpecies (NAS) information resource by providing targeted access to information onnonindigenous species established in the Great Lakes that are listed in the NASDatabase.https://www.glerl.noaa.gov/glansis/index.htmlNational Exotic Marine and Estuarine Species Information System (NEMESIS):Developed and maintained by the Smithsonian Environmental Research Center,NEMESIS is a relational database that compiles detailed information on approximately500 different non-native species of plants, fish, invertebrates, protists and algae that haveinvaded U.S. coastal waters.https://invasions.si.edu/nemesisNonindigenous Aquatic Species (NAS) Information Resource: Maintained by the USGS,the NAS serves as a central repository for accurateand spatially referencedbiogeographic accounts of nonindigenous aquatic species, including scientific reports,spatial data sets, and general information. The NAS database encompasses aquatic ecosystems (e.g., wetlands, lakes, rivers, estuaries, coastlines) throughout the UnitedStates and its territories.https://nas.er.usgs.gov/Attention to managing the spread of invasive, non-native, or noxious species hasaccelerated in U.S. agencies managing natural resources. The U.S. Fish & WildlifeService recently compiled various protocols(https://ecos.fws.gov/ServCat/Reference/Profile/128344) for conducting inventory andmonitoring of invasive, non-native or noxious plantspecies to aid future surveys andmanagement at Wildlife Refuges or lands administered by other federal and stateagencies. Similarly, a Non-governmental organization, The Nature Conservancy, has avery active role in inventorying and managing invasive species on its administered lands.",United States
16,1,4.2,5,"In the United States, the primary interagency bodyaddressing aquatic invasive species isthe Aquatic Nuisance Species Task Force (ANS Task Force) which includesrepresentation from relevant federal agencies as well as from states, academia, industry,NGOs and other experts. It is also complemented bysix geographically based RegionalPanels. The ANS Task Force was created by the Nonindigenous Aquatic NuisancePrevention and Control Act (NANPCA) of 1990, 16 U.S.C. 4721-28, as amended.Under the Act, the ANS Task Force is charged with developing and implementing aprogram for waters of the United States to preventintroduction and dispersal of aquaticnuisance species; to monitor, control and study such species; and to disseminate relatedinformation.†The ANS Task Force is guided by its strategic plan, which establishesgoals that serve as a blueprint for action and coordination and includes actions toprevent, monitor, and control aquatic nuisance species as well as to increase publicunderstanding of their associated problems and impacts. These efforts includedevelopment of relevant guidance and management plans for specific aquatic nuisancespecies, geographies, and pathways of introduction.http://www.anstaskforce.gov/The ANS Task Force also coordinates closely with the National Invasive SpeciesCouncil on items of mutual interest where aquatic invasive species issues, includingthose relevant to wetlands, overlap with broader high-level policy and managementpriorities identified by the leadership of federaldepartments",United States
17,1,4.3,3,"It is difficult to provide a specific number of invasive species being controlled, asnumerous species are managed at national, state, and local levels by the ANS Task Forcemembers, its Regional Panels, and other entities responsible for wetland management.States, tribes, and interstate organizations createand implement State and InterstateAquatic Nuisance Species Management Plans, which identify technical, enforcement,and/or financial assistance for activities needed to eliminate or reduce the environmental,public health, and safety risks associated with aquatic nuisance species. They focus onidentifying feasible, cost-effective management practices and measures that will beundertaken by state agencies, local programs, cooperating federal agencies, and others toprevent and control ANS infestations in an environmentally sound manner. Since thepassage of NANPCA in 1990, 43 plans (40 state and three interstate) have been approvedby the ANS Task Force.ANS Task Force partners have also formed networks of agencies, organizations, andcitizens to enhance management efforts for specificinvasive species. For example, theGreat Lakes Phragmites Collaborative was established to reduce the spread andoccurrence of Phragmites in the Great Lakes basin by improving management andresearch and enhancing communication and collaboration. The Collaborative also servesas a resource center for information on Phragmitesbiology, management, and research.Work to control invasive species requires collaboration at all levels of government andwith the private sector, and special task forces and councils have been set up for rapidresponses to deal with new sightings of invasive species.Some illustrative examples of success in our wetlands include:In 2020, The Texas Parks and Wildlife Department (TPWD) reported that invasive zebramussels have been successfully eradicated from LakeWaco in Central Texas, preventingproperty damage, protecting water supply infrastructure and avoiding harm to the aquaticecosystem. The introduction of zebra mussels was first reported in 2014. Thedepartment emphasized the vital importance of continued help from boaters, marinaoperators and others to clean, drain and dry boatsbefore moving them and remainvigilant to stop the spread.https://tpwd.texas.gov/newsmedia/releases/?req=20210121aPractitioners from the Adirondack Park Invasive Plant Program (APIPP) and researchersfrom Cornell University published in 2017 the results of a seven-year study evaluatingmanagement of Phragmites (Phragmites australis) in the Adirondacks. Published in thejournalBiological Invasions, “Management of invasive Phragmites australis in theAdirondacks: a cautionary tale about prospects of eradication,” documented broadsuccess in controlling the species and suggests that over 70% of infestations within theinterior Adirondacks will eventually be successfully eradicated, allowing native speciesto recolonize.http://www.adkinvasives.com/News/Detail/32#Humboldt Bay National Wildlife Refuge: Following the success of pilot projects, in2010 Humboldt Bay National Wildlife Refuge began working with partners to carry out removal of all existing invasive Spartina within refuge boundaries (~300 acres). As of2016, approximately 87 percent of the Spartina hasbeen treated on the refuge and nativemarsh species are recovering",United States
18,1,4.4,2,"Given the large geographic scope of the United States, there are a variety of wetlandtypes, many of which are impacted by invasive species. These include a range of plant,vertebrate, and invertebrate species, which can impact native biodiversity and ecosystemfunctions. One example is nutria (Myocastor coypus), a large rodent, that can adverselyaffect wetland vegetation due to their feeding habits. In some cases, such wetlanddestruction can increase coastal vulnerability particularly to storm surges and erosionassociated with hurricanes and other major weatherevents. Nutria are present inapproximately one third of U.S. states with major concentrations in the PacificNorthwest, coastal states of the Gulf of Mexico, and the East coast. A twenty-year effortto eradicate nutria from the Delmarva Peninsula andportions of the Chesapeake Bay hasbeen very successful (monitoring is still ongoing),but control actions in other areas havebeen less effective and new populations are expanding (e.g., in California)",United States
19,1,4.5,3,"Management programs differ in their performance measures and evaluation techniques.The ANS Task Force regularly compiles accomplishments from its members andregional panels in order to assess progress, as well as gaps, as they relate to their strategicand management plans",United States
20,2,5.1,1,,United States
21,2,5.2,1,"The RSIS tool, while comprehensive, remains restrictive and has sections that aresomewhat difficult to use. We recommend adding additional flexible inputs wherepossible in lieu of dropdown menus. Navigation isalso not always clear, particularly inplaces the application requires an input, or wherean input requires additional narrative",United States
23,2,5.6,5,"The United States regularly conducts effectivenessassessments on conservationmanagement programs on our National Wildlife Refuges. Presently, 23 of the 41 U.S.Ramsar sites are on National Wildlife Refuges. Information on ongoing conservationassessments can be found at",United States
24,2,7.1,5,We are continuing our efforts to engage with our site managers to foster improvedreporting and Ramsar branding,United States
25,2,7.2,5,"Administrative Authority has made Article 3.2 reports to the Secretariat, and for which sites suchreports of change or likely change have not yet been made)",United States
26,2,7.3,1,"The only U.S. site on the Montreux Record is the Everglades National Park. The issuesat this site are well understood, and restoration activities are continuing. We do notanticipate requesting a Ramsar advisory mission asa result.The United States submits a report to the World Heritage Committee every two yearsregarding the ongoing efforts to restore the park and remove it from the “World Heritagein Danger List.” The reports can be found a",United States
27,3,8.1,5,The National Wetlands Inventory (NWI) was established by the USFWS to conduct anationwide inventory of U.S. wetlands that providebiologists and others with informationon the distribution and type of wetlands to aid inconservation efforts.This data is available via an on-line data discovery “Wetlands Mapper.” The techniquesused by NWI have been adopted by the Federal Geographic Data Committee as thefederal wetland mapping standard. This standard applies to all federal grants involvingwetland mapping to ensure the data can be added tothe Wetlands Layer of the NationalSpatial Data Infrastructure. NWI also produces national wetlands status and trendsreports required by Congress,United States
28,3,8.2,5,"The NWI Wetlands Mapper can be expanded and updated, and organizations andindividuals are able to contribute data. The wetlands layer is expanded every year asanalog data is digitized and as data is contributedfrom federal, state, and localorganizations.The NWI also produces status and trends reports ona decadal basis",United States
29,3,8.3,5,The NWI maintains wetlands geospatial data that canbe used to generate maps andinformation on U.S. wetlands and the national wetlands status and trends reports derivedfrom data collected from a scientific monitoring study of wetland changes over time,United States
30,3,8.4,5,The public has free and open access to the information and make good use of NWI dataon a daily basis via the NWI website (Wetlands Mapper). Wetlands data can also bedownloaded or incorporated as a direct link by anyorganization through a web mappingservice,United States
31,3,8.5,2,"The USFWS Wetland Status and Trends Program characterizes changes in wetlandacreage across the contiguous United States. Between 1998 and 2004, the country as awhole gained wetlands at an estimated rate of 32,000 acres (12,960 ha) annually.However, coastal watersheds experienced an averageannual net loss of about 59,000acres (24,300 ha). Gulf of Mexico coastal watersheds exhibited substantial losses infreshwater wetlands as well, with a rate of loss six times higher than the rate offreshwater vegetated wetlands losses in the Atlantic coastal watersheds. There was a netgain of an estimated 24,650 acres (10,000 ha) in the Great Lakes coastal watersheds overthe same timeframe.Estimates of wetland acreage have been found to notbe significantly different between2004 and 2009, although there was a net loss of 62,300 acres (25,200 ha). Marine andestuarine intertidal wetlands declined by an estimated 84,100 acres (34,050 ha), whereasfreshwater wetland area increased slightly. Duringthis timeframe, 489,600 acres(198,230 ha) of former upland area were reestablished as wetland. However, net gainwas only 21,900 acres (8,870 ha).The EPA’s National Wetland Condition Assessment (NWCA) is a statistical surveydesigned to answer basic questions about the extentto which U.S. wetlands supporthealthy ecological conditions and the prevalence ofkey stressors at the national andregional scale. Paired with the USFWS Wetland Status and Trends Program, these twoefforts provide government agencies, wetland scientists, and the public with comparable,scientifically-defensible information documenting the current status and, trends in bothwetland quantity (i.e., area) and quality (i.e., ecological condition).The 2011 NWCA was the first national evaluation ofthe ecological condition of thenation’s wetlands. The second field sampling season was conducted in 2016. The 2011NWCA found that 48 percent of national wetland areais in good condition, 20 percent isin fair condition, and 32 percent is in poor condition. Physical disturbances to wetlandsand their surrounding habitat such as compacted soil, ditching, and removal or loss ofvegetation, are the most widespread problems acrossthe country. Wetlands with highlevels of compacted soil are about twice as likelyto have poor plant communities. Non-native plants are also a problem across the country, particularly in the interior plains andwest",United States
32,3,8.7,-1,The entire continental United States and territories have been mapped along with 42% ofAlaska. The average age of data is 1989 and it isdifficult to get funding for updates,United States
33,3,9.1,5,"Rivers and Harbors Appropriation Act – 1899http://www.epa.gov/cwa-404/section-9-rivers-and-harbors-appropriation-act-1899http://www.epa.gov/cwa-404/section-10-rivers-and-harbors-appropriation-act-1899Migratory Bird Conservation Act, Migratory Bird Conservation Commission – 1929https://www.fws.gov/refuges/realty/mbcc.htmlNational Environmental Policy Act – 1969http://www.epa.gov/nepa/what-national-environmental-policy-actClean Water Act – 1972http://www.epa.gov/laws-regulations/summary-clean-water-actCoastal Zone Management Act – 1972http://coast.noaa.gov/czm/act/Endangered Species Act – 1973http://www.fws.gov/endangered/laws-policies/Food Security Act of 1985, as amendedhttp://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/farmbill/North American Wetlands Conservation Act – 1989http://www.fws.gov/birds/grants/north-american-wetland-conservation-act.phpCoastal Wetlands Planning, Protection, and Restoration Act (CWPPRA) – 1990http://www.lacoast.gov/new/De",United States
34,3,9.2,1,,United States
35,3,9.3,5,"The United States considers the watershed approachto be the most effective frameworkto address today’s water resource challenges. TheEPA has traditionally focused onidentifying impaired waters and restoring their water quality but has now begun effortsfor the protection and conservation of healthy, functioning watersheds, which provide theecological support system essential for achieving large scale water quality restoration.The watershed approach is a proven tool to deal with non-point discharges and forproviding an integrated framework for aligning government and private management andconservation efforts across all parts of society",United States
36,3,9.4,5,"Federal, state, and local government and NGO partners have made great progress inprotecting healthy watersheds and bring significantresources and complementary tools tothis work. EPA’s Healthy Watersheds Program both supports and integrates the work ofthese efforts to encourage more holistic protectionof aquatic ecosystems. A variety ofapproaches to protection are available, ranging from state and federal policies andprograms to locally driven protection projects.https://www.epa.gov/hwp/initiatives-create-and-protect-healthy-watershedsSeveral examples of Integrated Assessments for Watershed Health incorporate CEPAexpertise using partnership forums. Most statewide-scale efforts are undertaken inpartnership with state agencies and non-governmental organizations; others are targetedstudies of specific ecological regions or river basins. Some statewide assessmentexamples include California, Wisconsin, Alabama andTennessee. Targeted assessmentshave included, for example, the Taunton River Basin, the Clinch River Basin, the MobileBay Watershed and the Montana Prairie Potholes Region. More information can befound at:http://www.epa.gov/hwp/examples-integrated-assessments-watershed-health.EPA has also funded various projects designed to prevent trash from entering waterways",United States
37,3,9.5,5,,United States
38,3,9.6,5,"USDA’s Natural Resources Conservation Service (NRCS) manages voluntaryconservation programs that benefit both agricultural producers and the environment.These programs have slowed down and in some instances have reversed the loss ofwetlands to agriculture while providing conservation incentives to farmers. Theseprograms include the Wetland Conservation Provisions (WC) which was authorized inthe 1985 Farm Bill, and the Wetlands Reserve Program (WRP) which was authorized inthe 1990 Farm Bill.The 2018 Farm Bill reauthorized the Agricultural Conservation Easement Program(ACEP), which provides financial and technical assistance to help conserve agriculturallands and wetlands and their related benefits. Under the Agricultural Land Easementscomponent, NRCS helps Indian tribes, state and local governments, and NGOs protectworking agricultural lands and limit non-agricultural uses of the land. Under theWetlands Reserve Easements component of the ACEP, NRCS helps to restore, protectand enhance enrolled wetlands",United States
39,3,9.7,5,,United States
40,3,9.8,1,,United States
41,3,9.9,5,"Under the 2020 Navigable Waters Protection Rule, waters eligible for protection includelakes, ponds, and impoundments contributing surfaceflow to traditional navigable watersin a typical year; and adjacent wetlands as defined.The Prairie Pothole Joint Venture, a collaborativeproject that includes federal and stateagencies, non-governmental conservation groups, private landowners (among others),continues to support, restore, and manage small wetlands. A recent collaboration with theU.S. Department of Agriculture and the Natural Resources Conservation Service ofMontana strengthens these efforts at the local level with technical assistance in the formof data transfer and application of existing wildlife-habitat models.",United States
42,3,10.1,5,The Kakagon and Bad River Sloughs Ramsar site is under the management of the BadRiver Band of the Lake Superior Chippewa Tribe,United States
43,3,10.2,5,"The United States has its own consultation processto ensure participation of localcommunities and indigenous people. This varies from state to state and tribe to tribe.As an illustrative example, in evaluating proposedimpacts of a restoration project in SanDiego, the Sycuan Band of the Kumeyaay Nation engaged in the process related to theEIS for the Otay River Estuary Restoration Projectand was included as a ConcurringParty to a Memorandum of Agreement (MOA) with the State Historic PreservationOffice. As part of the interpretation of the saltponds in south San Diego Bay, the MOAincludes an interpretive panel that will include the Kumeyaay traditional ecologicalknowledge and discussions regarding resource exploitation of San Diego Bay",United States
44,3,10.3,5,"Traditional knowledge and shared management practices with indigenous tribes havebeen a part of U.S. conservation policy for decades. As an illustrative example, theUnited States developed a 2,000 acre meadow wetlandrestoration analysis to supportefforts of the Greenville Rancheria and Mountain Maidu Tribe. In this analysis, theUnited States integrated traditional approaches with ecological approaches to restoration,calling attention to standard sierra meadow wetlandrestoration construction practices thatare disruptive and disturbing to cultural resourcesand landscapes",United States
45,3,11.1,5,"The U.S. government regularly conducts evaluationsof ecosystem benefits/services forwetland sites. Larger sites like the Everglades National Park have had individualevaluations. However, not all Ramsar sites have been addressed to date. Additionally,Gardner and Connolly studied 22 U.S. Ramsar sites to ascertain if and how designationhad resulted in benefits to these sites.http://www.ramsar.org/sites/default/files/documents/pdf/wurc/wurc_gardner_elr2007.pdfWetland assessments are also conducted at the statelevel. As an illustrative example, theOhio Environmental Protection Agency developed onethe country’s leading rapidassessment methods, known as the Ohio RAM, which has been adapted for use by manyother states. This tool allows for the expeditiousassessment of the ecological quality andlevel of function of wetlands and has simplified review and permitting decisions",United States
46,3,11.2,1,,United States
47,3,11.3,5,"Sites which are designated as Ramsar sites, or which have had their wetlands restored,tend to increase in economic value. This is important for local communities andtownships, as this directly correlates to improvedproperty values and an increased localtax base.An illustrative example is the Niagara River Corridor. The Niagara River Corridor,known as the site of Niagara Falls, became a Ramsarsite in 2019 and the region iscapitalizing on the designation by producing an Outdoor Adventure Guide to promotetravel and tourism that is more than just a single-night stopover. A local associationcalled Visit Buffalo Niagara is also leveraging theeconomic value of its wetlands as adestination for birding and ecologically-minded tourism. At the state level, thegovernment of the State of New York is providing funding to develop the Niagara RiverWatershed Management Plan, a Niagara River Atlas, and a State of the Niagara RiverWatershed Report",United States
48,3,11.4,5,"In the United States, Ramsar designations are locally driven; thus, by default, social,ecological cultural and economic concerns are considered in the designation",United States
49,3,12.1,5,,United States
50,3,12.2,5,"One illustrative example of effective implementation of wetland restoration/rehabilitation programs is the North American Wetlands Conservation Act (NAWCA), which conserves North America’s waterfowl, fish and wildlife resources while producing a variety of environmental and economic benefits. Its success is driven by partnerships involving federal, state and local governments; nonprofit organizations such as Ducks Unlimited; and community groups. Every federal dollar provided by NAWCA must be matched by at least one dollar from nonfederal sources. Because the program is so effective, NAWCA funds are usually tripled or quadrupled on the local level. Most recently, NAWCA has granted $1.83 billion in federal funding for projects – a figure that has leveraged an additional $3.75 billion from matching and nonmatching funds. Since its inception, more than 3,000 NAWCA projects have contributed to the conservation of almost 30 million acres of habitat across North America",United States
51,3,12.3,1,,United States
52,3,13.1,5,"Several of the most important environmental regulatory mechanisms in the country are not wetland specific, but play key roles in wetland conservation. These are: the National Environmental Policy Act (NEPA), the Federal Water Pollution Control Act (known as the Clean Water Act, CWA), the Endangered Species Act (ESA), the Rivers and Harbors Act, and the Agriculture Improvements Act of 2018 (Farm Bill). These laws have resulted in the regulation of activities undertaken in areas designated as wetlands; acquisition of wetlands through purchase or protective easements that prevent certain activities, such as draining and filling; restoration of damaged wetlands or the creation of new wetlands; and disincentives to altering wetlands or incentives to protect them in their natural states",United States
53,3,13.2,5,"NEPA requires federal agencies to incorporate environmental considerations in their planning and decision-making through a systematic interdisciplinary approach. Specifically, all federal agencies are to prepare detailed environmental impact statements assessing the environmental impact of and alternatives to major federal actions significantly affecting the environment",United States
54,4,15.1,1,,United States
55,4,15.2,1,,United States
