id,goal_num,q_num,score,text,country
34,3,9.2,3,,Tajikistan
35,3,9.3,1,,Tajikistan
36,3,9.4,1,,Tajikistan
37,3,9.5,5,"A national strategy for climate change adaptation for the period up to 2030 has been developed, which reviews measures to mitigate the effects of climate change on water resources and wetlands",Tajikistan
38,3,9.6,1,,Tajikistan
39,3,9.7,1.333333333,,Tajikistan
40,3,9.8,-1,,Tajikistan
41,3,9.9,5,The Government of the country pays great attention to the conservation of small water and nearwater areas for the conservation of rare species of flora and fauna.,Tajikistan
42,3,10.1,1,,Tajikistan
43,3,10.2,1,,Tajikistan
44,3,10.3,2,,Tajikistan
45,3,11.1,2,,Tajikistan
46,3,11.2,1,,Tajikistan
47,3,11.3,1,,Tajikistan
48,3,11.4,1,,Tajikistan
49,3,12.1,2,,Tajikistan
50,3,12.2,3,Small projects are being implemented to restore wetlands in the Tigrovaya Balka Nature Reserve and the Kairakum reservoir to restore fish populations and restore tugai forests,Tajikistan
51,3,12.3,1,,Tajikistan
52,3,13.1,5,"The Law ""On Environmental Expertise"" of 22.04.2003, which regulates the issues of environmental assessment during construction works affecting the environment, was adopted. During the construction work, an environmental impact assessment (EIA) is carried out.",Tajikistan
53,3,13.2,5,"The Law of the Republic of Tajikistan ""On Environmental Impact Assessment"" of July 18, 2017 No. 1448 regulates the issues of environmental impact assessment",Tajikistan
54,4,15.1,-1,The Republic of Tajikistan plans to join the Ramsar Regional Initiative to strengthen regional cooperation and implement regional projects.,Tajikistan
55,4,15.2,-1,,Tajikistan
56,4,16.1,-1,"The state program for the development of environmental education and training of the population of the Republic of Tajikistan until 2025 is aimed at developing a system of continuous environmental education and training of the population and provides for the creation of conditions for the education of a person who is aware of the importance of environmental problems, has the knowledge, skills and skills necessary for an environmentally competent solution to the problems of socio - economic development of the country.",Tajikistan
57,4,16.3,-1,Stakeholders are involved in the identification of new wetlands and the management of existing wetlands.,Tajikistan
58,4,16.4,-1,,Tajikistan
59,4,16.5,-1,,Tajikistan
60,4,16.6,-1,Communication mechanisms are implemented through the Committee for Environmental Protection under the Government of the Republic of Tajikistan and the National Action Center for Environmental Protection and the Convention Coordinator.,Tajikistan
61,4,16.7,-1,"Every year, International Wetlands Day is celebrated by writing articles in newspapers and the media to inform the public about the importance of wetlands conservation.",Tajikistan
62,4,16.8,-1,"Every year, international conferences and seminars are held dedicated to the International Day of Biodiversity on May 22 and Nature Protection Day on June 6, with the participation of a large number of scientists, specialists, non-governmental organizations and the public. Through the media, issues of biodiversity and water resources conservation are covered, publications, information and educational materials are published.",Tajikistan
63,4,18.1,-1,"The National coordinator of the Ramsar Convention in the Republic of Tajikistan regularly participates in Conferences of the Parties to the Convention and coordination meetings of the Ramsar Regional Initiative with reports and presentations on the implementation of the Convention at the national level. In 2016, a Regional Meeting of the Ramsar Convention Coordinators from Central Asian countries was held in Tajikistan.",Tajikistan
64,4,18.2,-1,"The administrative body of the Ramsar Convention, the National Center for Implementation Actions Environmental Protection, actively cooperates with the UN Agencies in Tajikistan, in particular with UNDP, FAO, UNEP, WWF, Zoi International, Critical Ecosystem Partnership Funds, BirdLife International, NABU, International Union for Conservation of Nature on issues of conservation of biodiversity and rare species of flora and fauna, improving the management of specially protected natural areas.",Tajikistan
65,4,18.3,-1,"The Republic of Tajikistan receives financial support from the Global Environment Facility and implements projects through the UNDP and FAO GEF Agencies for the conservation of biodiversity, biosafety, and the conservation of rare species in specially protected natural areas.",Tajikistan
66,4,18.4,-1,,Tajikistan
67,4,18.5,-1,"Information about the wetlands of Tajikistan is available on the Internet resources and the website www.biodiv.tj, articles in newspapers, scientific articles in scientific publications, booklets, albums and guidebooks about the wetlands of Tajikistan are published periodically, which are distributed to the public at seminars and conferences.",Tajikistan
68,4,18.6,-1,"The transboundary wetlands of Tajikistan are located on the border with Afghanistan, they are the Tigrovaya Balka nature reserve, the Zorkul reserve and the Karakul lake bordering area with Kyrgyzstan and the Kairakum reservoir with Uzbekistan.",Tajikistan
69,4,18.7,-1,,Tajikistan
70,4,18.8,-1,"The Republic of Tajikistan joined the Bonn Convention on Migratory Species of Animals in 2000, which regulates the conservation of terrestrial and marine migratory animals, as well as migratory birds throughout their range. The National Academy of Sciences of the Republic of Tajikistan, in cooperation with NABU, implements activities for the study and protection of migratory bird species.",Tajikistan
71,4,19.1,-1,,Tajikistan
72,4,19.2,-1,The curricula of the biological universities of the Tajik National University include a special program for the study of biodiversity and the study of animals and birds in wetlands.,Tajikistan
73,4,19.3,-1,,Tajikistan
74,4,19.4,-1,"The previous national reports of the Ramsar Convention are widely used in the development of national environmental action plans, in the development of norms and rules for hunting animals and fishing.",Tajikistan
