id,goal_num,q_num,score,text,country
53,3,13.2,5,"Montenegro, in addition to the Law on Strategic Environmental Impact Assessment (“OG of Montenegro” 80/05, and “OG of Montenegro” 59/11 and 52/16), also has a guideline of the Strategic Environmental Impact Assessment in Spatial Planning in Montenegro, intended for spatial planners, for carrying out reports on strategic environmental impact, public opinion as well as for all those concerned with environmental protection. Strategic assessment is made for plans and programs when there is a possibility that their implementation will cause environmental consequences. The preparation of strategic assessment is mandatory for plans and programs in the field of urban planning and spatial planning or land use. By applying SEA, it contributes to the process of decision-making for strategic documents, ie plans and programs that have a significant impact on the environment. Also there is a new draft of the Law on Environmental Impact Assessment (“OG of Montenegro” 80/05, and “OG of Montenegro” 27/13 and 52/16) which is in the procedure of adoption. It will be adopted till the end of 2018.",Montenegro
54,4,15.1,1,,Montenegro
55,4,15.2,1,,Montenegro
56,4,16.1,1,,Montenegro
57,4,16.3,2,,Montenegro
58,4,16.4,1,,Montenegro
59,4,16.5,1,,Montenegro
60,4,16.6,3,"Under the Decree on organization and manner of work of state administration (""OG of MNE"", No. 48/16, 19/17) adopted by the Government of Montenegro are defined the obligations of all ministries and institutions. Ministry of Sustaiable Development and Tourism through diferent forms of cooperation with Public Enterprise for National parks of Montenegro,PubIic Enterprise for Coastal Zone Management, Environmental Protection Agency and other ministries and sectors exchanged information on a daily basis.",Montenegro
61,4,16.7,5,,Montenegro
62,4,16.8,5,,Montenegro
63,4,18.1,1,,Montenegro
64,4,18.2,5,,Montenegro
65,4,18.3,2,The three year GEF financed UNEP project “Promoting Protected Areas Management through Integrated Marine and Coastal Ecosystems Protection in Coastal Area of Montenegro” is implemented since July 2018. Its aim is to establish three marine proteced areas off the coast of Montenegro.,Montenegro
66,4,18.4,1,,Montenegro
67,4,18.5,5,,Montenegro
68,4,18.6,5,"1. Skadar Lake ( Montenegro ( designate as a Ramsar site in 1995) Albania ( designate as a Ramsar site in 2008) 2.Bojana River ( identified by the Montenegro side, but not yet designated) 3. Drin river basin. 4. Danube river basin.",Montenegro
69,4,18.7,-1,"Montenegro and Albania signed an agreement in the field of water resource management in July 2018. It is tackeling the mutual concern for common valuable resources. The target water bodies of the agreement are the Skadar Lake, Drim, Bojana and Morača rivers. The sustainable management of this water body is the overall goal.",Montenegro
70,4,18.8,5,,Montenegro
71,4,19.1,1,,Montenegro
72,4,19.2,1,,Montenegro
73,4,19.3,1,,Montenegro
74,4,19.4,1,,Montenegro
