id,goal_num,q_num,score,text,country
49,3,12.1,5,"The MoHCC in rolll:aboratio11with state governments and state wetlands authorities. has ide1ntified a network of over 1000 wetlandLSfor restoratiotl and ihtegreted mana1geme11t. Flllrther, :liOOOsites ;re bei:ng id,entf-fi,ed uoder seoond phase ,of programme of Rejuvenation and Restoration of wetlands as per the programme guidelines of N,PCA and Wetlands (Conservation and Mam1gernent) Rule,s, 2:017",India
50,3,12.2,5,"Wetll!ands restoration pliogrammes are curfiently under implementation for over 35 sites. Ap;plicatiion is on me basis of mainstreaming with developmental pr,ogramming with u,esupport of an enabling institutiional arrang1ement within states. T1he effectiveness of implementation is ciemonstra.ted in the case of Ghillika, Bharatpur, wetlands of Sitapur and Amrit sagar and others",India
51,3,12.3,1,,India
52,3,13.1,3,"The management plans ,ue,encouraged to adopted :Strategic Environmental Assessmen,t(SEAs) as tools to safeguard wetland values. However, enhai1ced efforts and capa,ciity development is required to ensure wider applicatfo111",India
53,3,13.2,3,"The e;,i:isting reg latory framework requires commission1ng an EIA for dev,elopmental pmJ,ects whid1 a11e likely to impact cr1tica1I ecosystems such as wethmds. Implementation of Wetlands (Conservation and Management) Rules, 2017 would further .strengthen such processes",India
54,4,15.1,1,,India
55,4,15.2,5,lll'ldia has played a partial role in lmplernentaition of work programme of Ramsar Regional Genter for East Asia,India
56,4,16.1,3.5,"A nation1a,I CEPA plan shall be developed in 202 , in line wlth St ategic Plan targets, Site levellCIEPA pllans are contained in management plans",India
57,4,16.3,5,Stakeholder's. participation ls a ma1ndatory criterron for formulation and impllementation of all management action pllans supported by the MoEFCC. One of th four pillars of the wetland stirategy of MOEFCC is Constitution of 'Wetlands M-nas' (Friends of we·t11ands) - s.akehollder platforms to enable collaborative and participatory management,India
58,4,16.4,5,"A 1Natfonal Wetlands Committee headed by Se,cretray (EF&CC) has been constituted in to meet the stipulations under Wetlands {Conservation and Management) Rules, 2017. Two meetings hav,e been convened s1ince CoP-13",India
59,4,16.5,5,"State Wetlands Authority has been constituted in each State/UTto meet th,e stipullatfons under Wetlands (Conservation and Management) Rules, 2017- lhese atuthorites included experts in the 'field of hydrology, wetland ecology, fisheriesi landscape planning and socioe-conomic.s.",India
60,4,16.6,5,"The Ramsar lmplementatlon guidelines in tlile form of handbooks and resollutfons are· shared within the regional cons1,.1litation workshops",India
61,4,16.7,5,"The Ministry supports World Wetlands Day (WWD) celebrations.  In 2019, the World Wetlands Day was held at Bhitarkanika, Odisha.  In 2020, the event was held at Sur Sarovar (Keetham) at Agra, Uttar Pradesh.  In 2021 a virtual even was held",India
62,4,16.8,5,The Ministry implemented a 100 days programme for wetlands rejuvenation which included creation of wetland mitras for raising awareness of importance of wetlands with stakeholders.,India
63,4,18.1,5,"The National Wetlands Committee ha.s been constituted as per the p11ovision of under Wetlands (Conservatiii'.m am:I Management} Rules, 2017.foca.l points of UNFCCCt CBD and CMS are the part of National Wetlands Oornrnitte,e",India
64,4,18.2,5,,India
65,4,18.3,5,"The IOPs are: B,irdlif:e International, the In' emational Water Management Institute (IWMI), IUCN (lnterm1tional Union for Conself\lation of Nature),, Wetlands lnternartiomil, WWF arnd Wildfowl & Wetland Trust (WW1).",India
66,4,18.4,3,"A national networik of R.amsa,r site maria,gers exists. which meets regularly to assess progress in implementation of Convention, share experiences and knowledge. It is envisaged to formalize the network under UNEP/GH fonded IMWBES project",India
67,4,18.5,3,"lnformatio,n on e)(tent ,of wetlands iri the couritry is available in public domain in the form of National and State Wetlands Atlases. Similarliy, an Atlas and factsheet on Ramsar Sites have been placed tn public doma1n. A. dedicated portal for information on wetlands in India has been devel,oped by MoEFCC",India
68,4,18.6,5,A preliminary asS>essment of tr.ansboundary wetlands has been ca111ried out by Wetlands InternationaI South Asia as a part of Transbou11dary Waters Assessment Programme of GEF,India
69,4,18.7,3,"Management practilces in Indian Sunderbans have been snared with Bangladesh counterp,arts at bilateral meetings",India
70,4,18.8,5,"India is an activ1e member of Convention on Migrn,toiy  Species (CMS). Th,e national pllan formula on for Centra,I Asian,Flyway Ac ·on Plan has been fi1nallsed by MoEFCC",India
71,4,19.1,3,"National workshop of wetland mainagers and site management plans have been used to elicit specific capacity development needs. A foll,er natkrnal s,c;ale training needs is envisaged under GEF FSP on Integrated Management of Wetland Biodiversity and Ecosystem Services (IMWBES). 1.Jnder NPCA s,cheme, regional worshops are ora11gised to impart trnini1nig for wetland m,ma rs and other sta,keholder",India
72,4,19.2,5,Wetlands form a part of the formal curriculum of training programme of Indian Forest Service officfals. Topics relaited to wetlands oonS:ervation and wise !Ase are included in Masters level programmes of selec ed universities and Institutes. A foller curriculum is included under the aegis of GEF FSP IMWBIES project,India
73,4,19.3,4.5,"The MoEFCC has supported nine regional! workshops during 2018, 2019 and 2020 on int-egrarted wetland management. Besides, state-level workshops have been held duning 20'18-2019 respectively in West Bengal,Tamil Nladu, Madhya Pradesh, R:ajasttian. Punjab, Kell""ala, Manipur, .Sikkim and Nlagaland.",India
74,4,19.4,5,"The CoP U report have been used a benchmark to assess pr·ogress achiev,ed during the period leading uipto CoP14. P,eriodic review meetings: aa;e conducted within the w,etlands division of the Ministry to progress implementation of Convention",India
