id,goal_num,q_num,score,text,country
18,1,4.4,5,"No, most of the invasive species that causes detrimental effects in South Africa have been prioritised for invasive species management control programmes and even those listed under category two are regulated in terms of permitting system.",South Africa
19,1,4.5,5,"Yes. The first national status report on invasive species and their management in South Africa was published in 2017. The status report created an excellent foundation on which to build a comprehensive monitoring and reporting programme, which can guide research and implementation efforts. In addition, many studies have assessed the impacts of individual AIS, particularly plants (Henderson & Wilson, 2017), but very few have spatially assessed the combined impacts of co-occurring AIS into site specific spatial scale (Le Maitre et al., 2016). Therefore, the R-METT that was developed and piloted for implementation in 2018 incorporates invasive species component in it for the effectiveness of management control programmes on wetlands.",South Africa
20,2,5.1,1,"There is no strategy and priorities established for further designation of the Ramsar sites using Strategic Framework for Ramsar list. However, Ramsar sites in South Africa are designated in line with the Ramsar Criteria after various assessment research and studies. As part of continued improvements to the National Wetland Map SANBI is focused on strengthening the broad foundational base from which to systematically and defensibly identify future Ramsar sites. This includes the development of a robust wetland ecosystem classification system representative of on-the-ground wetland ecology and diversity across South Africa and relatable both to the IUCN Global Ecosystem Typology as well as to the Red List of Ecosystems (RLE) standard assessment which emphasizes, amongst other components, the development of a conceptual model to understand key ecosystem drivers and processes and key threats. The national classification system, and linkages with the IUCN classification systems is overseen by the National Wetland Ecosystem Classification Committee and National Ecosystem Classification Committees convened by SANBI.",South Africa
21,2,5.2,5,,South Africa
23,2,5.6,5,"South Africa has developed the Ramsar Monitoring Management Effectiveness Tracking Tools for Ramsar sites in line with Resolution XII.15 and incorporated it into the Protected Areas Management Effectiveness Tracking Tool. In addition, the country also develop the Web-Based METT Tool for all protected areas including Ramsar sites.",South Africa
24,2,7.1,5,"Yes, there is National Ramsar Committee which meet twice a year. This committee develop an implementation plan for each financial year in which all activities, projects and programmes being implemented are incoporated into the committee workplan. Any changes in ecological character of Ramsar sites related to article 3.2 are also included on this plan and committee members/ Management Authority of the concerned sites are able to report on intervention measures and progress.",South Africa
25,2,7.2,5,,South Africa
26,2,7.3,5,"Currently, South Africa has two Ramsar sites on the Montreux Record, namely, Blesbokspruit and Orange River Mouth/Estuary. The report on the status of the Orange River Mouth Ramsar site was developed and submitted to the secretariat. South Africa will initiate the process of removing the two sites from the Montreux Record, including requesting the Ramsar Advisory Mission to assist in this regards.",South Africa
27,3,8.1,5,"The South African Inventory of Inland Aquatic Ecosystems (SAIIAE) is a collection of datasets which depicts the extent of rivers, inland wetlands, artificial systems and a number of pressures and protected areas for the country (Van Deventer et al., 2018; 2020). Continuous improvement is under way, coordinate by the South African Biodiversity Institute (SANBI), particularly on the National Wetlands Map version 5 (NWM5; Van Deventer et al., 2020), to improve the representation of inland wetlands. NWM5 includes the extent of inland wetlands and estuaries (Van Deventer et al., 2020; Van Niekerk et al., 2019). There is a need to validate the extent and ecological condition of wetlands within Ramsar sites. An updated version release of the National Wetland Map (NWM 6) is on track for March 2021. Emphasis will be placed on validating the extent and ecological condition of wetlands within Ramsar sites as part of this update.",South Africa
28,3,8.2,5,"Yes, the National Wetland Map has been updated to version 5 (Van Deventer et al., 2020), while the South African Inventory of Inland Aquatic Ecosystems (SAIIAE) has been generated as the first inventory of all related datasets. The extent and condition of estuaries has also been updated (Van Niekerk et al., 2019) and included in the NWM5. The Estuarine Realm (Van Niekerk et al. 2019) improved the delineation of estuaries for the NBA 2018, and are represented by 290 Estuarine Functional Zones (EFZs) and 42 micro-estuaries. These EFZs and micro-estuaries each comprises of an inland and shore component, which emerged from the alignment with the inland wetlands (Van Deventer et al. 2019; 2020) and coastal realms (Harris et al. 2019). The release of an updated version of the National Wetland Map (NWM 6) is on track for March 2021. Emphasis will be placed on validating the extent and ecological condition of wetlands within Ramsar sites as part of this update",South Africa
29,3,8.3,5,"Yes, South African National Biodiversity Institute (SANBI) is the coordinator and data custodian of the National Wetlands Map version 5, as well as the SAIIAE. In July 2019, the National Wetland Map was formally designated a nationally important base dataset under the Spatial Data Infrastructure Act, 2003 (Act No.54 of 2003). As formally appointed coordinating custodian, SANBI is under specific obligations to maintain the data and respond to stakeholder requests",South Africa
30,3,8.4,5,"Yes, the inventory is available free of charge for download from SANBI/BGIS:",South Africa
31,3,8.5,3,"Yes, the ecological condition of SA rivers deteriorated (Nel and Driver, 2015); similarly for inland wetlands (Van Deventer et al., 2019) and estuaries (Van Niekerk et al., 2019). Wetlands (inland and estuarine) were found to be the most threatened and yet least protected ecosystem types (National Biodiversity Assessment 2018)",South Africa
32,3,8.7,-1,"With regards to the % of change in the last three years: At the moment, annual monitoring of wetland extent is lacking, and hence this can not be adequately reported. However, with the current statistics from the SDG 6.6.1a app (derived from the Global Surface Water data of Pekel et al., 2016) and the Land cover data of 1990 and 2013 (GeoTerraImage Pty Ltd, 2013/4), it appears as if there is a general decline in the extent of surface water bodies, which comprises only 11% of all aquatic surface waters (Van Deventer, in review). The Global Surface Water product underreports South African wetlands by 87%, and showed an decrease of 20% in permanently inundated systems since the reference period (2000-2004), and increase of 20% in seasonally inundated systems and an decrease in 11% in the maximum extent of reservoirs. The South African land cover data of GeoTerraImage (2013/4) shows a decrease of 25% in open surface water bodies over the 23-year period. Technical, financial and governmental challenges: Technically the automated detection and monitoring of palustrine and arid wetland ecosystems, and changes in all wetlands (including lacustrine and estuarine systems) are particularly challenging. Traditional sattelite images have been limited in the accurate detection of the extent and characteristics of these systems while also being costly. Recently freely available sensors, such as Sentinel-1 & -2 are currently being tested by the CSIR for their sensitivity in the detection of the state and transformation types of different wetland ecosystem types",South Africa
33,3,9.1,3,"As indicated in 1.1. above: South Africa is in the process of developing a National Joint Framework on Wetlands for the management of wetlands in South Africa. This is a joint initiative between the Department of Environment, Forestry and Fisheries, Department of Human Settlement, Water and Sanitation and the Department of Agriculture, Land Reform and Rural Development. The development of the Joint Wetlands Framework will be the first step towards the development of a National Wetlands Policy for the management and conservation of wetlands in South Africa",South Africa
34,3,9.2,2,,South Africa
35,3,9.3,2,"SA has recognised the extensive and rapid loss of their wetlands and the effect that continued loss of these water resources will have on the future water security in the country. The National Water Act (Act 36 of 1998) calls for all water resources to be managed within an IWRM framework. Core to this framework is the prioritisation of key wetlands, which supply important services, for rehabilitation and protection. The National Water Resource Strategy (NWRS) as well as the National Water and Sanitation Master plan (NW&S MP) are key strategies for the water sector in South Africa and both recognise wetlands as key ecological infrastructure that need to be protected and restored. One of the key actions going forward will be for the improved protection of South Africa’s Strategic Water Source Areas (SWSA’s). Water resources related to these areas are assigned a high level of protection not just from an ecological perspective but also from a socio economic importance. The inclusion of wetlands as importance ecological infrastructure in basin scale strategies and plans is a growing field in South Africa. This field currently encompasses continuing research on wetlands and the benefits they provide by the South African Water Research Commission, the continued development of more accurate datasets, and case studies to illustrate the approaches that can be followed to integrate wetlands into River Basin Management. One such study is the current Ecological Infrastructure for Water Security (EI4WS) initiative which will take important steps towards demonstrating the return on investment in ecological infrastructure in terms of actual water-related benefits in South Africa over the long term Wetland and catchment Forums have been established in all nine provinces of South Africa to assist with governance and provide guidelines and support for wetland management at a local level.",South Africa
36,3,9.4,5,"CEPA is a well established tool in South Africa and has improved signficantly since the introduction of the National Environmental Management Acts and its Specific Environmental Management Act (i.e. Protected Areas Act, Biodiversity Act, Air Quality Act and Intergrated Coast Management Act) including National Water Act. In South Africa, CEPA is implemeted through various platforms inter alia, through the Annual National Wetland Indaba conference, in which government departments, research and scientific institutions, Non-Governmental Organisation and Conservation Authorities meet to showcase on the work being done on wetlands and how wetlands management can be improved. During the World Wetlands Day, South Africa also reach out to vulnerable communities to raise awarness on the importance of wetlands to human livelihoods. The South African National Biodiversity Institute (SANBI) through Environmental Education Centres that are located in the National Botanical Gardens, skills development, education and awareness programmes are facilitated with schools and communities to increase knowledge about biodiversity and wetlands. SANBI also hosts students and interns under its various work programme as a means to grow capacity in the biodiversity and wetlands sector in South Africa. South Africa is also implementing programmes such as Working for Wetlands, Working for Water, Working for Ecosystems and LandCare programme which also have specific education and awareness factor built in them with the aim of improving community skills development and poverty eradication. Several tertiary institutions in collboration with government also offer short courses and modules which have a mandate on wetlands conservation and management (wetland delineation). In addition, the South African Wetland Society also support wetland awareness and professional accreditation. The South Africa Wetland Society develops and maintains professional standards and best management practices of subscribed wetland practitioners in South Africa in order to promote wetland sciences, conservation and management through accreditation, collaboration and self-regulation of all society members.",South Africa
37,3,9.5,2,"South Africa’s National Climate Change Response Policy (NCCRP); encourages the conservation, rehabilitation and restoration of natural ecosystems such as wetlands and mangroves. Working for Wetlands Programme through, funding SANBI’s Freshwater Biodiversity Unit, is engaged in several projects with a focus in improving understanding of wetlands and wetland management and plans to publish user-friendly publications to interpret and communicate the research. The Agricultural Research Council- Soil, Climate and Water and Agricultural Engineering (ARCSCW&AE) focus on wetland and peatland research projects. The results of these projects contribute towards policies and guidelines in the wise use of the natural resource. For example: Peatland Protocol lead by the Department of Water and Sanitation. The ARC- SCW&AE developed a national peat fire monitoring framework based on the integration of various data sources, hoes the national Peatland Database and currently we work on a project to develop guidelines for the prevention, management and rehabilitation of degraded peatlands; as well as protocols in controlling peat fires",South Africa
38,3,9.6,5,"The Department of Agriculture, Land Reform and Rural Development has a Conservation of Agriculture Resources Act, 43 of 1983 that regulates the use and management of wetlands on farms. Working for Wetlands Programme through, funding SANBI’s Freshwater Biodiversity Unit, is engaged in several projects with a focus in improving understanding of wetlands and wetland management and plans to publish user-friendly publications to interpret and communicate the research. ARC- SCW&AE has been involved in the training of agricultural extension practitioners in three provinces (North-West, Eastern Cape and Limpopo Provinces) on Climate Smart Agricultural skills. Training manuals include information on the wise use of water and wetlands for agriculture.",South Africa
39,3,9.7,5,"Working for Wetlands Programme through, funding SANBI’s Freshwater Biodiversity Unit, is engaged in several projects with a focus in improving understanding of wetlands and wetland management and plans to publish user-friendly publications to interpret and communicate the research. The following researches as per the above have been undertaken: a) agriculture-wetland interactions GRUNDLING A.T., 2005. Development of a preliminary inventory and status assessment of wetlands in the northern Tshwane study area. In: A Venter, HP Prinsloo, AT Grundling & RO Barnard. Environmentally-sustainable Urban Agriculture Framework with specific reference to Natural Open Spaces. GRUNDLING A.T., 2013. Traditional water sources - Lifeline in a time of need. Water Wheel Special: 26-29. GRUNDLING A.T. and GRUNDLING P. (2014). Agriculture, Mining and Wetlands Interaction. SA Grain, 16 (11), 40-43. GRUNDLING A.T., VAN DEN BERG E.C. & PRICE J.S., 2013. Assessing the distribution of wetlands over wet and dry periods and land-use change on the Maputaland Coastal Plain, north-eastern KwaZulu-Natal, South Africa. South African Journal of Geomatics 2: 120-139. KELBE BE, GRUNDLING AT, PRICE JS. 2016. Modelling water-table depth in a primary aquifer to identify potential wetland hydrogeomorphic settings on the northern Maputaland Coastal Plain, KwaZulu-Natal, South Africa. Hydrogeology Journal. 24 (1): 249-265. b) climate change Grundling, A.T. and Engelbrecht, C (2019) Determining climate change aspects on the ecosystem resilience of headwater wetlands in two catchments, Eswatini (Swaziland) and South Africa. Interim Progress Report (Deliverable 4) WRC Project No K5/2831. Agricultural Research CouncilSoil, Climate and Water and Agricultural Engineering Report GW/A/2019/06. GRUNDLING, P., GRUNDLING, A.T. & TERERAI, F. 2019. Wetland ecological infrastructure: making a case for restoration in the face of climate change and rising costs. Chapter 1 in: The Sustainable Water Resource Handbook - South Africa Volume 9. alive2green: Cape Town, pp. 14-24. (https://issuu.com/alive2green/docs/water_9_web). c) valuation of ecoystem services GRUNDLING, P., GRUNDLING, A.T., PRETORIUS, L., MULDERS, J. AND MITCHELL S. 2017. South African peatlands: ecohydrological characteristics and socio-economic value. Water Research Commission, Pretoria. WRC Report No. 2346/1/17. 182pp",South Africa
40,3,9.8,5,One request for the City of Cape Town for accreditation as a Wetland City of the Ramsar Convention,South Africa
41,3,9.9,5,Small wetlands as defined on the resolution have been included as part of all wetland planning. The National Biodiversity Assessment included all sizes and types of wetlands in the assessment.,South Africa
42,3,10.1,2,,South Africa
43,3,10.2,2.5,,South Africa
44,3,10.3,2,,South Africa
45,3,11.1,3,"An Evidence-Based Approach to Measuring the Costs and Benefits of Changes in Aquatic Ecosystem Services. Report No. TT 726/17 Dineo Maila; Joseph Mulders Nuveshen Naidoo; Jackie Crafford; Steve Mitchell; Kyle Harris Working for Wetlands Programme through, funding SANBI’s Freshwater Biodiversity Unit, is engaged in several projects with a focus in improving understanding of wetlands and wetland management and plans to publish user-friendly publications to interpret and communicate the research",South Africa
46,3,11.2,5,"As indicated under 1.1: The South African government create and operationalize the Expanded Public Works Programme. Under this programme there are a number of sub-programmes that focus on labour intensive restoration, rehabilitation and management of natural resources including wetlands ecosystem. A specific sub-programme titled Working for Wetlands, has been operational since 2000. The programme focuses on restoration, protection and wise use of wetlands whilst at the same time providing employment creation, skills transfer and enterprise development especially to the disadvantaged youth and women. The Working for Wetlands programme commenced in year 2000. Since 2004, the programme invested over 1.3 billion rand in the rehabilitation of over 1,500 wetlands and so far, the programme generated 37,000 jobs with 3.3 million person days (incl. 278,000days of training. Other programmes includes the Working for Water which aims at controlling invasive alien species while promoting resources conservation and poverty reduction. The main goal of this programme is to recover and conserve scarce water resources, other components include the conservation of biological diversity and the building and empowerment of local communities through skills transfer and creation of jobs.",South Africa
47,3,11.3,5,"The management plans of all Ramsar sites in the country have been developed in accordance with the Ramsar Handbook on managing wetlands, and followed the recommended structure an content of a management plan for Ramsar site or other wetland in that handbook. Evaluation of socio- economic and cultural values of wetland are integral parts of the recommended structure",South Africa
48,3,11.4,5,,South Africa
49,3,12.1,5,"The Working for Wetlands programme is implemented country wide and within protected areas which also includes the Ramsar sites and other national wetlands. The Working for Wetlands programme has developed five-year strategic plans for each of the provinces. The strategic plans contain a priority map of relative importance of catchments for wetland rehabilitation based on the biodiversity value, functional value (ecosystem services), rehabilitation potential and human livelihood value. This means all wetlands prioritised for rehabilitation are of relative higher importance for climate change mitigation and adaptation, biodiversity conservation, disaster risk reduction and livelihoods",South Africa
